INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,gt_25k_05_p6
Fortis College-Phoenix,Phoenix,AZ,1,3,11.0,,,,,,,,,0.0,271.0,0.2804,0.1697,0.3137,0.0111,0.0221,0.0,0.0406,0.0,0.1624,0.0,,20063.0,0.8731,,0.7368,,,0.9423,0.5277,24250,269.2247125,0.365742499,,0.630572778,25200.0,0.578255653,1.0
Argosy University-Los Angeles,Los Angeles,CA,3,3,21.0,,,,,,,,,0.0,319.0,0.0909,0.4295,0.395,0.0219,0.0031,0.0031,0.0,0.0,0.0564,0.7367,,21026.0,0.6751,0.6111,,0.2222,,0.6968,0.652,14323,159.0146622,0.370393247,,,38200.0,0.698424041,1.0
Caribbean Forensic and Technical College,Rio Piedras,PR,1,3,11.0,,,,,,,,,0.0,189.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4941.0,0.9219,,0.7658,,,0.0,0.6296,,,,,1,,0.331081092,0.0
Strayer University-Louisiana,Metairie,LA,3,3,12.0,,,,,,,,,0.0,132.0,0.19699999999999998,0.6288,0.053,0.0227,0.0152,0.0,0.0076,0.0,0.0758,0.8864,,,0.7669,,,0.0,,0.8571,0.7955,39499.5,438.525424,0.444774917,,,51700.0,0.722576857,1.0
Illinois Institute of Technology,Chicago,IL,3,2,11.0,580.0,690.0,580.0,28.0,28.0,30.0,,1252.0,0.0,2855.0,0.373,0.0683,0.1471,0.1082,0.0042,0.0042,0.0046,0.2452,0.0452,0.0511,,18984.0,0.3167,0.8596,,,,0.4559,0.1459,26981.5,299.5499621,0.919444444,0.652707784,,68200.0,0.81775701,1.0
Trenz Beauty Academy,Calumet,IL,1,3,21.0,,,,,,,,,0.0,34.0,0.0294,0.7647,0.1765,0.0294,0.0,0.0,0.0,0.0,0.0,0.6471,,,0.0,,,,0.75,0.0,0.1471,,,,,,,,
Advance Tech College,Bayamon,PR,1,3,21.0,,,,,,,,,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2178.0,1.0,,0.7037,,,0.0,0.4909,,,,,0.674162903,,0.139534891,0.0
Hibbing Community College,Hibbing,MN,2,1,33.0,,,,,,,,,0.0,1186.0,0.8457,0.0599,0.0245,0.0059,0.0135,0.0008,0.0447,0.0,0.0051,0.3272,9606.0,,0.588,,0.5229,,0.3913,0.6039,0.359,13786,153.0528613,0.614730878,,0.361272419,34600.0,0.522758603,1.0
Regis University,Denver,CO,3,2,11.0,545.0,535.0,,24.0,23.0,23.0,,1087.0,0.0,4930.0,0.6213,0.0531,0.1746,0.040999999999999995,0.0065,0.0018,0.0221,0.0085,0.071,0.4933,,21046.0,0.2602,0.8186,,0.5,,0.5635,0.6032,25000,277.55125,0.849276527,0.584972289,,53100.0,0.791693687,1.0
New Castle School of Trades,New Castle,PA,1,3,41.0,,,,,,,,,0.0,856.0,0.8435,0.1227,0.0199,0.0,0.0,0.0012,0.0,0.0012,0.0117,0.0,,9551.0,0.7023,,0.7442,,,0.5138,0.5199,9651,107.1458846,0.56042654,,0.701675753,31100.0,0.521042109,1.0
Hazleton Area Career Center,Hazleton,PA,0,1,23.0,,,,,,,,,0.0,26.0,0.6538,0.1154,0.1154,0.0,0.0,0.0,0.1154,0.0,0.0,0.0,15775.0,,0.7742,,0.6667,,,0.7419,0.9231,,,0.666666667,,0.942871429,,,
Watts School of Nursing,Durham,NC,1,2,12.0,,,,,,,,,0.0,138.0,0.8188,0.057999999999999996,0.0435,0.0507,0.0,0.0,0.028999999999999998,0.0,0.0,0.0,,,0.4496,,,,,0.6822,0.6812,,,,,,,,
American Institute of Alternative Medicine,Columbus,OH,1,3,11.0,,,,,,,,,0.0,263.0,0.3574,0.4183,0.0114,0.0342,0.0152,0.0,0.0076,0.0,0.1559,0.1635,,21133.0,0.6165,,0.7143,,0.6667,0.8835,0.8213,13000,144.32665,0.702020202,,0.740722222,22400.0,0.397163123,0.0
Westwood College-Atlanta Midtown,Atlanta,GA,3,3,11.0,,,,,,,,,0.0,448.0,0.0558,0.8326,0.0089,0.0089,0.0022,0.0,0.0335,0.0,0.057999999999999996,0.221,,21777.0,0.9781,,,0.0,,0.9781,0.6161,36833,408.9218077,0.369966443,0.243114679,,29800.0,0.482415915,0.0
New York Conservatory for Dramatic Arts,New York,NY,1,3,11.0,,,,,,,,,0.0,273.0,0.4505,0.1941,0.2125,0.0073,0.0,0.0,0.0696,0.0549,0.011000000000000001,0.0,,40545.0,0.4335,,0.6627,,,0.7414,0.1245,12000,133.2246,0.773279352,,0.502360563,27800.0,0.428571433,0.0
Everest College-Seattle,Seattle,WA,1,3,11.0,,,,,,,,,0.0,174.0,0.5287,0.1264,0.1149,0.0747,0.0,0.0115,0.0862,0.0,0.0575,0.0,,19866.0,0.6337,,0.8421,,,0.5,0.5345,9500,105.469475,0.575178998,,0.695428032,26100.0,0.416573346,0.0
Instituto de Banca y Comercio Inc,Guaynabo,PR,1,3,13.0,,,,,,,,,0.0,16339.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4954.0,0.8859,,0.7347,,,0.0,0.3787,,,0.459807074,,0.611431161,16300.0,0.159051076,0.0
Ogle School Hair Skin Nails-Dallas,Dallas,TX,1,3,11.0,,,,,,,,,0.0,231.0,0.1645,0.5281,0.2208,0.0087,0.0087,0.0,0.039,0.0,0.0303,0.4329,,16736.0,0.7302,,0.7551,,0.7115,0.7672,0.5281,8982,99.7186131,0.47277677,,0.71987563,17900.0,0.34533897,0.0
Union University,Jackson,TN,3,2,13.0,630.0,595.0,,26.0,27.0,24.0,,1174.0,0.0,2565.0,0.7236,0.1747,0.0242,0.0121,0.0019,0.0004,0.013999999999999999,0.013999999999999999,0.0351,0.1524,,21779.0,0.281,0.9382,,0.9143,,0.5108,0.2895,23438,260.2098479,0.847893114,0.649931707,,37400.0,0.665079355,1.0
Regency School of Hair Design,Prestonsburg,KY,1,3,33.0,,,,,,,,,0.0,17.0,0.9412,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2353,,6381.0,0.9714,,0.875,,0.6667,0.4571,0.4706,,,,,0.758058065,,,
CES College,Burbank,CA,1,2,12.0,,,,,,,,,0.0,166.0,0.6024,0.0723,0.2289,0.0723,0.006,0.0,0.006,0.0,0.012,0.1084,,18978.0,0.7885,,0.6111,,0.7143,0.4581,0.8012,17195.5,190.9053008,,,,,0.284403682,0.0
Vatterott College-Kansas City,Kansas City,MO,1,3,11.0,,,,,,,,,0.0,540.0,0.5741,0.3611,0.0426,0.0056,0.0019,0.0019,0.0056,0.0,0.0074,0.0,,17927.0,0.2687,,0.6119,,,0.2534,0.7519,23116,256.6349878,0.275681482,,0.550153884,28700.0,0.4401384,0.0
California Hair Design Academy,La Mesa,CA,1,3,21.0,,,,,,,,,0.0,219.0,0.3744,0.0685,0.4521,0.0365,0.0,0.0,0.0411,0.0,0.0274,0.0,,15449.0,0.4957,,0.8929,,,0.4725,0.3288,7500,83.265375,0.619047619,,0.751262312,16500.0,0.313131303,0.0
Assabet Valley Regional Technical School,Marlborough,MA,1,1,21.0,,,,,,,,,0.0,46.0,0.5870000000000001,0.3478,0.0,0.0435,0.0,0.0,0.0217,0.0,0.0,0.0,15976.0,,0.7111,,0.6923,,,0.7333,0.5652,9500,105.469475,0.56097561,,0.831293976,,0.727272749,1.0
Benjamin Franklin Institute of Technology,Boston,MA,2,2,11.0,,,,,,,,,0.0,463.0,0.2527,0.3089,0.2333,0.0799,0.0043,0.0,0.0367,0.0194,0.0648,0.1102,,16785.0,0.6456,,,,,0.77,0.1992,12000,133.2246,0.537892791,0.522174138,,39800.0,0.63809526,1.0
Madison Media Institute,Madison,WI,2,3,12.0,,,,,,,,,0.0,396.0,0.7626,0.0934,0.0505,0.0126,0.0076,0.0101,0.0429,0.0,0.0202,0.0278,,22378.0,0.5332,0.5,,,,0.8116,0.3106,16000,177.6328,0.617834395,0.583363542,,32200.0,0.449579835,0.0
University of Phoenix-Northwest Arkansas Campus,Rogers,AR,3,3,13.0,,,,,,,,,0.0,375.0,0.3573,0.2693,0.0373,0.0027,0.008,0.0,0.016,0.0027,0.3067,0.0,,18537.0,0.7097,0.2973,,,,0.8046,0.8099,35500,394.122775,0.406534043,0.173390323,,53400.0,0.705231071,1.0
St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,1,2,13.0,,,,,,,,,0.0,15.0,0.8667,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0,,,0.125,,,,,0.375,0.5333,,,,,,,,
Clarion University of Pennsylvania,Clarion,PA,3,1,33.0,455.0,460.0,440.0,,,,,915.0,0.0,5046.0,0.8601,0.065,0.0208,0.0046,0.0014,0.0008,0.0232,0.0063,0.0178,0.1336,16613.0,,0.38799999999999996,0.7572,,0.7857,,0.7167,0.1652,26000,288.6533,0.807464893,0.505613266,,37200.0,0.583042383,1.0
Notre Dame de Namur University,Belmont,CA,3,2,21.0,490.0,495.0,470.0,20.0,19.0,21.0,8.0,972.0,0.0,1209.0,0.2647,0.0571,0.3408,0.1199,0.0066,0.0256,0.0438,0.0389,0.1026,0.3168,,26022.0,0.4201,0.7692,,,,0.672,0.3454,27000,299.75535,0.800359712,0.473898261,,51300.0,0.726027369,1.0
St Joseph School of Nursing,North Providence,RI,1,2,21.0,,,,,,,,,0.0,122.0,0.8443,0.0574,0.0738,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,,19807.0,0.5217,,0.0,,,0.8696,0.6066,29500,327.510475,0.815384615,,0.91486383,,0.884615362,1.0
Eastern Oklahoma State College,Wilburton,OK,2,1,33.0,,,,,,,,,0.0,1477.0,0.5972,0.0616,0.0345,0.0014,0.258,0.0034,0.0264,0.002,0.0156,0.3324,6640.0,,0.18899999999999997,,0.4507,,0.3418,0.2868,0.3444,12250,136.0001125,0.531879195,,0.213871239,29800.0,0.472400516,0.0
Pearl River Community College-Forrest County Center,Hattiesburg,MS,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9750.5,108.2505385,0.499250375,,,28100.0,0.439540505,0.0
Southeastern College-Miami Lakes,Miami Lakes,FL,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17411,193.2977926,0.430726257,,,27900.0,0.531951666,1.0
Leon Studio One School of Hair Design,Williamsville,NY,1,3,21.0,,,,,,,,,0.0,14.0,0.7857,0.0714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,,27703.0,0.3448,,0.8,,1.0,0.3966,0.3571,9500,105.469475,0.691176471,,0.802736054,15600.0,0.300000012,0.0
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,4,3,13.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific College of Oriental Medicine-New York,New York,NY,2,3,11.0,,,,,,,,,0.0,139.0,0.2806,0.2014,0.2518,0.036000000000000004,0.0,0.0,0.0432,0.0288,0.1583,0.6906,,30420.0,0.4351,,,,,0.6107,0.7379,17250,191.5103625,0.5625,,,23000.0,,
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray State College,Tishomingo,OK,2,1,42.0,,,,,,,,,0.0,1802.0,0.5943,0.0494,0.0633,0.0022,0.162,0.0011,0.055999999999999994,0.0483,0.0233,0.4362,8658.0,,0.6259,,0.5471,,0.4188,0.4199,0.3538,17749,197.0502855,0.460111317,,0.203497078,30500.0,0.482558131,0.0
Cain's Barber College Inc,Chicago,IL,1,3,11.0,,,,,,,,,0.0,85.0,0.0,0.9647,0.0353,0.0,0.0,0.0,0.0,0.0,0.0,0.1412,,8184.0,0.7284,,0.4545,,0.0,0.5309,0.7412,4475,49.68167375,,,0.438501604,15200.0,0.301724136,0.0
Career Technical Institute,Washington,DC,1,3,11.0,,,,,,,,,0.0,670.0,0.0627,0.8881,0.0433,0.006,0.0,0.0,0.0,0.0,0.0,0.0,,19734.0,0.5591,,0.6327,,,0.8711,0.7388,7719,85.69672395,0.16838488,,0.638676604,30100.0,0.468634695,0.0
Culinary Institute of America San Antonio,San Antonio,TX,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,177.6328,0.886549205,,,41600.0,0.703375757,1.0
Onondaga School of Therapeutic Massage-Syracuse,Syracuse,NY,1,3,12.0,,,,,,,,,0.0,74.0,0.9459,0.0405,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.8108,,20184.0,0.5567,,1.0,,0.8824,0.6907,0.6216,8769,97.35387645,0.740740741,,,,,
Johnson State College,Johnson,VT,3,1,42.0,485.0,470.0,470.0,19.0,19.0,20.0,7.0,948.0,0.0,1433.0,0.8437,0.0174,0.0314,0.0105,0.0084,0.0035,0.0195,0.0049,0.0607,0.335,14308.0,,0.4962,0.6186,,,,0.735,0.3459,26268,291.6286494,0.774298056,0.349488598,,32200.0,0.513029337,1.0
Ohlone College,Fremont,CA,2,1,21.0,,,,,,,,,0.0,9184.0,0.2233,0.0431,0.2054,0.3589,0.0025,0.0083,0.051,0.0336,0.0739,0.6597,10029.0,,0.1612,,0.767,,0.4186,0.0155,0.3528,,,0.548148148,,0.406082531,39000.0,0.557877839,1.0
Strayer University-Piscataway,Piscataway,NJ,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39499.5,438.525424,0.444774917,,,51700.0,0.722576857,1.0
Cortiva Institute-Boston,Watertown,MA,1,3,21.0,,,,,,,,,0.0,210.0,0.6238,0.1048,0.081,0.0571,0.0,0.0,0.0476,0.0,0.0857,0.5952,,22123.0,0.2184,,,,,0.4027,0.7,7917,87.89492985,0.85380117,,,32100.0,0.510869563,1.0
The College of New Rochelle,New Rochelle,NY,3,2,21.0,485.0,493.0,475.0,24.0,22.0,23.0,,986.0,0.0,3207.0,0.0599,0.5186,0.1285,0.0181,0.0028,0.0016,0.0075,0.0022,0.261,0.1416,,32670.0,0.7552,0.6206,,0.2667,,0.6525,0.7457,21525,238.9716263,0.518132141,0.273700369,,37400.0,0.543008566,1.0
Lincoln Technical Institute-East Windsor,East Windsor,CT,1,3,41.0,,,,,,,,,0.0,655.0,0.5893,0.0962,0.1328,0.0183,0.0031,0.0046,0.1023,0.0,0.0534,0.3038,,17544.0,0.5396,,0.8321,,0.7143,0.8176,0.1832,11813,131.1485167,0.488564799,,0.630192853,37300.0,0.650826454,1.0
American College of Hairstyling-Des Moines,Des Moines,IA,1,3,12.0,,,,,,,,,0.0,21.0,0.381,0.3333,0.1905,0.0952,0.0,0.0,0.0,0.0,0.0,0.0,,10166.0,0.62,,1.0,,,0.56,0.4762,,,0.488372093,,0.594181159,,,
Manchester Community College,Manchester,CT,2,1,21.0,,,,,,,,,0.0,6773.0,0.5377,0.1708,0.1779,0.0412,0.0013,0.0015,0.0192,0.0025,0.0478,0.6079,4319.0,,0.3743,,0.6065,,0.4458,0.0191,0.3241,4500,49.959225,0.775641026,,0.219939652,33800.0,0.52068615,1.0
Strayer University-Cobb Campus,Atlanta,GA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39499.5,438.525424,0.444774917,,,51700.0,0.722576857,1.0
Abcott Institute,Southfield,MI,1,3,13.0,,,,,,,,,0.0,151.0,0.0132,0.9801,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0993,,11320.0,0.8634,,0.8514,,0.8571,0.8907,0.4702,6333,70.30928265,,,0.8675,,,
American Institute of Medical Technology,Tulsa,OK,1,3,11.0,,,,,,,,,0.0,65.0,0.6462,0.0462,0.0462,0.0308,0.1077,0.0154,0.1077,0.0,0.0,0.0,,4809.0,0.9615,,0.75,,,0.9615,0.4923,21208,235.4522764,0.758064516,,0.962264151,,,
Northwestern Connecticut Community College,Winsted,CT,2,1,31.0,,,,,,,,,0.0,1233.0,0.8354,0.0195,0.0892,0.0122,0.0,0.0016,0.0162,0.0008,0.0251,0.6294,4866.0,,0.3647,,0.5535,,0.5195,0.0176,0.4325,,,0.87804878,,0.165069139,27000.0,0.481171548,0.0
Heald College-Salinas,Salinas,CA,2,3,12.0,,,,,,,,,0.0,1076.0,0.0623,0.0177,0.3271,0.0195,0.0,0.0037,0.0093,0.0,0.5604,0.2955,,17449.0,0.8704,,0.7183,,0.4565,0.8182,0.3987,11250,124.8980625,0.46230805,,0.470988406,32300.0,0.539007068,1.0
Southwest Technology Center,Altus,OK,1,1,33.0,,,,,,,,,0.0,104.0,0.6731,0.0865,0.1731,0.0,0.0481,0.0192,0.0,0.0,0.0,0.2885,23138.0,,0.3318,,0.3704,,0.0909,0.0,0.25,,,,,0.658556098,29800.0,0.658227861,1.0
Everest College-San Bernardino,San Bernardino,CA,1,3,12.0,,,,,,,,,0.0,747.0,0.1473,0.166,0.5368,0.0201,0.0147,0.0174,0.071,0.0,0.0268,0.079,,24927.0,0.7454,,0.5641,,,0.5201,0.4364,9500,105.469475,0.263926447,,0.6413165,24500.0,0.320590794,0.0
Southern Nazarene University,Bethany,OK,3,2,21.0,,,,,,,,,0.0,1694.0,0.6706,0.1423,0.062,0.0283,0.0502,0.0053,0.0,0.0248,0.0165,0.0372,,18428.0,0.5369,0.6764,,,,0.7944,0.3551,18750,208.1634375,0.837111671,0.439445108,,45800.0,0.732967019,1.0
Universal Therapeutic Massage Institute,Albuquerque,NM,1,3,11.0,,,,,,,,,0.0,90.0,0.2889,0.0111,0.4889,0.0667,0.1,0.0,0.0444,0.0,0.0,0.0,,18805.0,0.5772,,0.8429,,,0.6911,0.6556,9500,105.469475,0.538461538,,0.773870352,21200.0,0.2734375,0.0
Big Sandy Community and Technical College,Prestonsburg,KY,1,1,33.0,,,,,,,,,0.0,3283.0,0.9662,0.0073,0.006999999999999999,0.0024,0.0018,0.0006,0.0058,0.0009,0.0079,0.2784,5846.0,,0.4454,,0.5573,,0.4203,0.2813,0.4498,12654,140.4853407,0.423153693,,0.210462448,23000.0,0.396902233,0.0
St Luke's College,Sioux City,IA,2,2,13.0,,,,22.0,22.0,22.0,11.0,1030.0,0.0,184.0,0.8587,0.0217,0.0652,0.0326,0.0054,0.0054,0.0109,0.0,0.0,0.2446,,21626.0,0.3695,,,,,0.6749,0.3424,14319,158.970254,0.892857143,,,43200.0,0.798165143,1.0
Western Theological Seminary,Holland,MI,4,2,13.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everglades University-Sarasota,Sarasota,FL,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44974,499.3035967,0.597785978,,,41500.0,0.635014832,1.0
Snead State Community College,Boaz,AL,2,1,32.0,,,,,,,,,0.0,2161.0,0.8242,0.0551,0.0689,0.0079,0.0222,0.0005,0.0,0.0014,0.0199,0.2883,3884.0,,0.5743,,0.5945,,0.39799999999999996,0.2344,0.2867,4500,49.959225,,,0.322287805,26000.0,0.391872287,0.0
Western New Mexico University,Silver City,NM,3,1,33.0,,,,,,,,,0.0,2166.0,0.2465,0.0457,0.5314,0.0111,0.0351,0.0018,0.0055,0.0162,0.1066,0.3084,9962.0,,0.4672,0.5481,,0.4286,,0.3826,0.3177,17658,196.0399989,0.508387097,0.167685535,,31200.0,0.382042259,0.0
Escuela Tecnica de Electricidad,Ponce,PR,1,3,12.0,,,,,,,,,0.0,356.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6196.0,0.988,,0.9318,,,0.0,0.5,,,,,0.852143326,19600.0,0.252485096,0.0
Porter and Chester Institute of Woburn,Woburn,MA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12273,136.2554597,0.50777605,,,36300.0,0.63310343,1.0
Paul Mitchell the School-Costa Mesa,Costa Mesa,CA,1,3,12.0,,,,,,,,,0.0,188.0,0.5479,0.0319,0.2872,0.0426,0.0,0.0213,0.0532,0.0,0.016,0.25,,17717.0,0.3561,,0.7692,,0.95,0.4542,0.3085,11000,122.12255,0.658592849,,0.766381481,16900.0,0.369017631,0.0
Argosy University-San Diego,San Diego,CA,3,3,11.0,,,,,,,,,0.0,270.0,0.3148,0.2852,0.3,0.0444,0.0037,0.0222,0.0,0.0,0.0296,0.7148,,22012.0,0.5209,0.6,,0.2381,,0.4419,0.7444,14323,159.0146622,0.370393247,,,38200.0,0.698424041,1.0
Kaplan College-San Antonio-Ingram,San Antonio,TX,1,3,11.0,,,,,,,,,0.0,620.0,0.0968,0.0758,0.7452,0.0097,0.0,0.0032,0.0,0.0,0.0694,0.0,,21540.0,0.6409,,0.8456,,,0.6204,0.4944,9500,105.469475,0.268260583,,0.715186964,20400.0,0.304410487,0.0
Interior Designers Institute,Newport Beach,CA,1,3,13.0,,,,,,,,,0.0,293.0,0.6621,0.0102,0.1297,0.1263,0.0102,0.0034,0.0273,0.0273,0.0034,0.7611,,,0.16399999999999998,,,1.0,,0.3628,0.7119,32000,355.2656,0.897637795,,,25200.0,0.697674394,1.0
Jewish Theological Seminary of America,New York,NY,3,2,11.0,683.0,640.0,665.0,31.0,32.0,30.0,9.0,1331.0,0.0,161.0,0.8944,0.0,0.0,0.0062,0.0,0.0,0.0,0.0311,0.0683,0.0311,,7059.0,0.0,0.9744,,,,0.3721,0.0307,16000,177.6328,,0.939771084,,,,
Modesto Junior College,Modesto,CA,2,1,12.0,,,,,,,,,0.0,15904.0,0.3825,0.0333,0.4244,0.061,0.0055,0.0095,0.0399,0.0003,0.0436,0.6144,6864.0,,0.3901,,0.7064,,0.5383,0.0,0.3353,,,,,0.257485655,27500.0,0.407207966,0.0
Baptist Health System School of Health Professions,San Antonio,TX,2,3,11.0,,,,,,,,,0.0,444.0,0.4279,0.0563,0.4257,0.0428,0.0113,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,,,0.5383,,,,,0.9333,0.455,19678,218.4661399,0.855153203,,,60800.0,,
Gateway Community College,New Haven,CT,2,1,12.0,,,,,,,,,0.0,7275.0,0.4346,0.2395,0.2155,0.0287,0.0021,0.0014,0.021,0.0049,0.0522,0.6396,6963.0,,0.4556,,0.5904,,0.4443,0.0415,0.4267,6799.5,75.48838898,0.676211454,,0.145299767,30200.0,0.522094905,1.0
Delta Technical College,Horn Lake,MS,1,3,21.0,,,,,,,,,0.0,648.0,0.4059,0.5571,0.0201,0.0031,0.0015,0.0015,0.0062,0.0,0.0046,0.0262,,20826.0,0.8814,,0.9212,,,0.8958,0.4722,9500,105.469475,0.474501109,,0.738284517,32700.0,0.421052635,0.0
Michigan State University,East Lansing,MI,3,1,13.0,500.0,620.0,520.0,26.0,26.0,26.0,9.0,1158.0,0.0,37622.0,0.6967,0.0674,0.036000000000000004,0.0423,0.0022,0.0006,0.024,0.1202,0.0107,0.081,16507.0,,0.2387,0.9051,,0.625,,0.4845,0.0358,25714,285.4781137,0.881690422,0.782394627,,49800.0,0.739956856,1.0
CET-Durham,Durham,NC,1,2,12.0,,,,,,,,,0.0,134.0,0.0448,0.9254,0.0075,0.0075,0.0,0.0,0.0149,0.0,0.0,0.3955,,12523.0,0.7863,,0.7941,,0.2857,0.6452,0.6940000000000001,5450,60.5061725,0.340693196,,0.615657143,21600.0,0.354960531,0.0
Miami Ad School-Minneapolis,Minneapolis,MN,1,3,11.0,,,,,,,,,0.0,18.0,0.8333,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.069,,,,,0.7586,0.7222,24055.5,267.0653638,0.906504065,,,64700.0,0.857142866,1.0
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,Lyndhurst,OH,1,3,21.0,,,,,,,,,0.0,64.0,0.1406,0.8438,0.0,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,,10091.0,0.7651,,0.7059,,,0.8614,0.4375,9500,105.469475,0.457920792,,0.769359168,21600.0,0.316666663,0.0
Iowa School of Beauty-Des Moines,Des Moines,IA,1,3,21.0,,,,,,,,,0.0,150.0,0.72,0.1467,0.08,0.02,0.0067,0.0133,0.0133,0.0,0.0,0.0,,10760.0,0.5481,,0.6667,,,0.47700000000000004,0.4667,11862.5,131.6980681,0.434782609,,0.569254615,17900.0,0.25,0.0
Keystone College,La Plume,PA,3,2,21.0,450.0,450.0,440.0,19.0,18.0,20.0,,901.0,0.0,1550.0,0.7548,0.0529,0.0342,0.0084,0.0039,0.0019,0.0142,0.0058,0.1239,0.1594,,14554.0,0.4479,0.7148,,,,0.6641,0.2205,26000,288.6533,0.787234043,0.415425227,,31400.0,0.529040396,1.0
ITT Technical Institute-Tempe,Tempe,AZ,2,3,12.0,,,,,,,,,0.0,498.0,0.4518,0.1044,0.2309,0.0281,0.1305,0.0,0.0301,0.0,0.0241,0.2129,,22617.0,0.68,0.0,,0.0,,0.7983,0.7048,25833.5,286.8048087,0.394119686,0.29525619,,38400.0,0.591855824,1.0
Ancilla College,Donaldson,IN,2,2,42.0,,,,,,,,,0.0,398.0,0.8166,0.1005,0.0678,0.0,0.005,0.0,0.0101,0.0,0.0,0.2864,,16395.0,0.6667,,0.5089,,0.5,0.7438,0.2925,20000,222.041,0.613483146,,0.23988567,29200.0,0.417293221,0.0
Watkins College of Art Design & Film,Nashville,TN,3,2,11.0,518.0,458.0,490.0,21.0,19.0,19.0,,971.0,0.0,334.0,0.7246,0.1198,0.0509,0.009000000000000001,0.003,0.003,0.0569,0.012,0.021,0.2485,,25540.0,0.4471,0.6444,,0.6667,,0.6587,0.2231,31125,345.5513063,0.812121212,0.3106,,30100.0,0.508474588,1.0
University of Phoenix-West Michigan Campus,Walker,MI,3,3,21.0,,,,,,,,,0.0,271.0,0.3063,0.2694,0.048,0.0,0.0037,0.0074,0.0185,0.0037,0.3432,0.0,,18966.0,0.79,0.2959,,,,0.7568,0.8598,35500,394.122775,0.406534043,0.14996,,53400.0,0.705231071,1.0
Angeles College,Los Angeles,CA,1,3,11.0,,,,,,,,,0.0,145.0,0.0897,0.2069,0.26899999999999996,0.4138,0.0069,0.0,0.0,0.0,0.0138,0.2276,,15722.0,0.5787,,,,,0.6348,0.6828,16543,183.6612132,0.888888889,0.8382,,,,
Caribbean University-Ponce,Ponce,PR,3,2,12.0,,,,,,,,,0.0,1159.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924,,2886.0,0.7995,0.7273,,,,0.3969,0.379,9000,99.91845,0.38427464,0.188796543,,17600.0,0.216494843,0.0
ITT Technical Institute-Richmond,Richmond,VA,2,3,21.0,,,,,,,,,0.0,573.0,0.2984,0.6003,0.0524,0.0105,0.0017,0.0,0.0157,0.0,0.0209,0.1675,,23919.0,0.6923,,,,,0.8154,0.6963,25833.5,286.8048087,0.394119686,0.313792021,,38400.0,0.591855824,1.0
Travel Institute of the Pacific,Honolulu,HI,1,3,11.0,,,,,,,,,0.0,188.0,0.1117,0.0532,0.0266,0.1968,0.0053,0.6064,0.0,0.0,0.0,0.0,,11238.0,0.7571,,0.9091,,,0.3401,0.4043,9500,105.469475,0.352380952,,0.879887206,23800.0,0.296296299,0.0
