INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,gt_25k_05_p6
University of Colorado Colorado Springs,Colorado Springs,CO,3,1,11.0,525.0,535.0,,23.0,23.0,23.0,,1068.0,0.0,8888.0,0.6854,0.0375,0.1412,0.0327,0.0055,0.0033,0.0577,0.0086,0.0281,0.2185,13020.0,,0.3222,0.7137,,0.5,,0.5042,0.2405,21000,233.14305,0.881765196,0.462917596,,41200.0,0.653821886,1.0
University of the Ozarks,Clarksville,AR,3,2,33.0,485.0,500.0,,23.0,23.0,22.0,,1057.0,0.0,568.0,0.6831,0.0546,0.0915,0.0,0.0088,0.0018,0.0387,0.1092,0.0123,0.0053,,15402.0,0.3906,0.6943,,,,0.4826,0.040999999999999995,24000,266.4492,0.75,0.479503509,,31100.0,0.464285702,0.0
The Wright Institute,Berkeley,CA,4,2,12.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia College of Nursing,Glendale,WI,3,2,21.0,,,,,,,,,0.0,157.0,0.7962,0.0828,0.0318,0.0701,0.0,0.0064,0.0,0.0,0.0127,0.0955,,,0.5313,,,,,0.9938,0.3567,18454.5,204.8827817,,,,,,
Hood College,Frederick,MD,3,2,13.0,515.0,520.0,505.0,22.0,21.0,20.0,7.0,1030.0,0.0,1347.0,0.66,0.1188,0.078,0.0319,0.0022,0.0,0.0453,0.023,0.0408,0.0683,,23479.0,0.3424,0.777,,0.0,,0.7329,0.121,27000,299.75535,0.888704319,0.633494939,,43100.0,0.675438583,1.0
Mississippi Gulf Coast Community College,Perkinston,MS,2,1,42.0,,,,,,,,,0.0,10074.0,0.6448,0.2427,0.0267,0.0255,0.0048,0.0011,0.0214,0.0,0.033,0.3116,7116.0,,0.5016,,0.6222,,0.2427,0.2394,0.3567,9000,99.91845,0.490066225,,0.292430233,28400.0,0.427580893,0.0
Kaplan College-Fort Worth,Fort Worth,TX,1,3,11.0,,,,,,,,,0.0,264.0,0.2652,0.2803,0.4129,0.0152,0.0038,0.0076,0.0,0.0,0.0152,0.0,,20847.0,0.3694,,0.7544,,,0.3609,0.4326,9496,105.4250668,0.26588785,,0.669904938,23600.0,0.32051599,0.0
Cleveland Institute of Art,Cleveland,OH,3,2,11.0,545.0,530.0,520.0,23.0,21.0,21.0,,1060.0,0.0,556.0,0.759,0.1025,0.045,0.0306,0.0018,0.0,0.018000000000000002,0.0432,0.0,0.009000000000000001,,28458.0,0.4424,0.7826,,,,0.7824,0.0757,28000,310.8574,0.892193309,0.601085393,,32700.0,0.503184736,1.0
New England School of Communications,Bangor,ME,3,2,13.0,,,,,,,,,0.0,456.0,0.9496,0.0351,0.0088,0.0044,0.0022,0.0,0.0,0.0,0.0,0.0592,,20864.0,0.4529,0.6822,,0.0,,0.8497,0.1007,27000,299.75535,0.778947368,0.492286923,,27200.0,0.488505751,0.0
University of Mississippi,University,MS,3,1,33.0,540.0,545.0,,24.0,25.0,23.0,,1100.0,0.0,16432.0,0.7675,0.1559,0.0275,0.0158,0.0026,0.001,0.0178,0.0114,0.0005,0.0621,13858.0,,0.2975,0.8558,,0.3182,,0.4625,0.0931,21500,238.694075,0.795076202,0.58163336,,40600.0,0.696181118,1.0
Enterprise State Community College,Enterprise,AL,2,1,32.0,,,,,,,,,0.0,1984.0,0.6411,0.2661,0.0444,0.0166,0.0055,0.0015,0.0176,0.0015,0.0055,0.3538,5048.0,,0.5121,,0.5411,,0.45,0.2673,0.3399,11073,122.9329997,0.554301834,,0.338283629,26300.0,0.489614248,0.0
Firelands Regional Medical Center School of Nursing,Sandusky,OH,1,2,32.0,,,,,,,,,0.0,99.0,0.9495,0.0202,0.0,0.0202,0.0,0.0,0.0101,0.0,0.0,0.3232,,,0.5851,,,,,0.8936,0.596,20219.5,224.4779,0.881578947,,0.484851515,46500.0,0.865671635,1.0
Unitech Training Academy-Houma,Houma,LA,1,3,13.0,,,,,,,,,0.0,70.0,0.5429,0.4143,0.0143,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,,20706.0,0.9388,,0.5882,,,0.9082,0.3571,7248,80.4676584,0.285908781,,0.5887,,0.239942536,0.0
Pima Medical Institute-Albuquerque West,Albuquerque,NM,1,3,11.0,,,,,,,,,0.0,103.0,0.301,0.0291,0.534,0.0097,0.1068,0.0,0.0194,0.0,0.0,0.0,,18008.0,0.755,,0.7556,,,0.8609,0.534,8708,96.6766514,0.411764706,,0.716236486,,,
American Medical Sciences Center,Glendale,CA,1,3,12.0,,,,,,,,,0.0,77.0,0.8961,0.0,0.0,0.0,0.0909,0.013000000000000001,0.0,0.0,0.0,0.0,,18077.0,0.10099999999999999,,0.8571,,,0.10099999999999999,0.8571,18515,205.5544558,,,,,,
University of Phoenix-Cleveland Campus,Beachwood,OH,3,3,21.0,,,,,,,,,0.0,333.0,0.1411,0.4024,0.027000000000000003,0.0,0.003,0.006,0.018000000000000002,0.003,0.3994,0.0,,19980.0,0.6519,0.5,,,,0.716,0.8709,35500,394.122775,0.406534043,0.135608475,,53400.0,0.705231071,1.0
Automeca Technical College-Ponce,Ponce,PR,1,3,12.0,,,,,,,,,0.0,217.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5305.0,0.9888,,0.7548,,,0.3895,0.2442,1750,19.4285875,0.475298126,,0.764141038,18300.0,0.208911613,0.0
Joseph F McCloskey School of Nursing at Schuylkill Health,Pottsville,PA,1,2,32.0,,,,,,,,,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.541,,,,,0.8852,0.3906,23000,255.34715,0.905660377,,,,0.960784316,1.0
Paul Mitchell the School-Austin,Austin,TX,1,3,11.0,,,,,,,,,0.0,171.0,0.5614,0.1462,0.26899999999999996,0.0058,0.0058,0.0,0.0117,0.0,0.0,0.2865,,14878.0,0.4252,,0.8621,,1.0,0.5781,0.3684,11350,126.0082675,0.64957265,,0.57990411,,,
ITT Technical Institute-Madison,Madison,MS,2,3,21.0,,,,,,,,,0.0,231.0,0.2165,0.7359,0.0087,0.0043,0.0216,0.0,0.013000000000000001,0.0,0.0,0.1991,,23026.0,0.7333,,0.2941,,0.0,0.8133,0.6623,25833.5,286.8048087,0.394119686,,,38400.0,0.591855824,1.0
Moler Hollywood Beauty Academy,Cincinnati,OH,1,3,11.0,,,,,,,,,0.0,80.0,0.025,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875,,7343.0,0.9674,,0.7619,,0.7,0.9565,0.475,,,0.109375,,0.764701961,14100.0,0.060975611,0.0
Educational Technical College-Recinto de san Sebastian,San Sebastian,PR,1,3,21.0,,,,,,,,,0.0,276.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10259.0,0.8694,,0.4366,,,0.0,0.4674,,,,,0.61520103,14400.0,0.15442279,0.0
Mauna Loa Helicopters,Kailua Kona,HI,1,3,41.0,,,,,,,,,0.0,19.0,0.5263,0.0,0.0526,0.0,0.0,0.0526,0.0,0.3684,0.0,1.0,,,0.0,,,,,0.0606,0.5789,,,,,,,,
Honolulu Community College,Honolulu,HI,2,1,11.0,,,,,,,,,0.0,3434.0,0.0731,0.0198,0.0923,0.4228,0.0023,0.0909,0.2775,0.0131,0.0082,0.5393,4342.0,,0.2401,,0.6133,,0.3243,0.1104,0.3977,5676,63.0152358,0.615853659,,0.182457288,31200.0,0.506637156,1.0
Northwestern College-Southwestern Campus,Bridgeview,IL,2,3,21.0,,,,,,,,,0.0,756.0,0.2976,0.3664,0.2315,0.0251,0.004,0.0026,0.0582,0.0,0.0146,0.5476,,23498.0,0.8645,,0.6267,,0.5049,0.9475,0.5833,30500,338.612525,0.418148148,,0.541047761,29700.0,0.463606566,0.0
Voorhees College,Denmark,SC,3,2,41.0,,,,,,,,,0.0,536.0,0.0056,0.9776,0.0093,0.0,0.0,0.0,0.0,0.0075,0.0,0.0373,,15349.0,0.873,0.4628,,,,0.8841,0.0877,25000,277.55125,0.312127237,0.310072926,,26400.0,0.354430377,0.0
Tulsa Welding School-Jacksonville,Jacksonville,FL,1,3,11.0,,,,,,,,,0.0,176.0,0.375,0.4034,0.0739,0.017,0.0,0.0,0.0284,0.0,0.1023,0.0,,15755.0,0.5178,,0.6471,,,0.4645,0.8409,9500,105.469475,0.458549223,,,,,
Carlos Albizu University-San Juan,San Juan,PR,3,2,11.0,,,,,,,,,0.0,88.0,0.0114,0.0,0.9432,0.0,0.0,0.0,0.0,0.0,0.0455,0.2159,,,0.5062,,,,,0.6667,0.3521,18890,209.7177245,0.627272727,,,24900.0,0.48859936,0.0
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,1,3,21.0,,,,,,,,,0.0,65.0,0.7692,0.0615,0.0615,0.0308,0.0,0.0154,0.0615,0.0,0.0,0.0,,15150.0,0.4559,,0.8571,,,0.6471,0.4769,17666,196.1288153,0.635416667,,0.755584444,,0.396226406,0.0
University of Phoenix-Washington DC Campus,Washington,DC,3,3,11.0,,,,,,,,,0.0,303.0,0.0429,0.4719,0.0429,0.0066,0.0,0.0066,0.0099,0.0066,0.4125,0.0,,18700.0,0.5468,0.4545,,,,0.6355,0.8482,35500,394.122775,0.406534043,,,53400.0,0.705231071,1.0
Universal Technical Institute of Arizona Inc,Avondale,AZ,2,3,22.0,,,,,,,,,0.0,2337.0,0.5019,0.0282,0.2383,0.0227,0.0526,0.0398,0.083,0.0004,0.0329,0.0,,21445.0,0.4808,,0.7066,,,0.6294,0.3196,18363,203.8669442,0.632117031,,0.685994203,43400.0,0.677919328,1.0
La Baron Hairdressing Academy-Overland Park,Overland Park,KS,1,3,12.0,,,,,,,,,0.0,37.0,0.4595,0.1351,0.2973,0.1081,0.0,0.0,0.0,0.0,0.0,0.3514,,8551.0,0.3229,,0.7143,,0.8,0.1979,0.6486,,,0.634615385,,0.84849697,20900.0,,
Reedley College,Reedley,CA,2,1,32.0,,,,,,,,,0.0,12081.0,0.2997,0.026000000000000002,0.5528,0.0726,0.004,0.0016,0.0263,0.0001,0.017,0.5936,3813.0,,0.3128,,0.6734,,0.4309,0.0008,0.2622,4096,45.4739968,0.395348837,,0.276636702,25200.0,0.354495525,0.0
Framingham State University,Framingham,MA,3,1,13.0,515.0,525.0,515.0,22.0,,,,1040.0,0.0,4255.0,0.7673,0.0764,0.0921,0.0214,0.0016,0.0007,0.0298,0.0021,0.0085,0.0994,17552.0,,0.2829,0.7308,,0.8,,0.6681,0.1688,23853,264.8171987,0.882519462,0.510747661,,43200.0,0.678710938,1.0
ITT Technical Institute-Houston North,Houston,TX,2,3,21.0,,,,,,,,,0.0,650.0,0.3092,0.32,0.2969,0.02,0.0077,0.0015,0.0277,0.0,0.0169,0.1154,,22593.0,0.7316,,,,,0.8141,0.6785,25833.5,286.8048087,0.394119686,0.585173333,,38400.0,0.591855824,1.0
El Camino Community College District,Torrance,CA,2,1,21.0,,,,,,,,,0.0,22222.0,0.1443,0.1606,0.4766,0.1351,0.0017,0.0053,0.0398,0.0256,0.0113,0.6497,10072.0,,0.2575,,0.7891,,0.5613,0.0115,0.2998,5812,64.5251146,0.365935919,,0.358436058,30200.0,0.413550526,0.0
ECPI University-Greenville,Greenville,SC,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,222.041,0.528502494,,,,,
Utah College of Massage Therapy-Houston,Houston,TX,1,3,11.0,,,,,,,,,0.0,350.0,0.2029,0.2286,0.2257,0.0057,0.0143,0.0,0.0086,0.0,0.3143,0.4057,,18668.0,0.6303,,,,,0.8803,0.5914,8607,95.55534435,0.592447278,,,,,
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,1,3,21.0,,,,,,,,,0.0,185.0,0.2811,0.2649,0.2811,0.0108,0.0,0.0,0.0108,0.1135,0.0378,0.5189,,24871.0,0.4225,,0.7647,,0.6316,0.41200000000000003,0.573,7846,87.1066843,0.530201342,,0.648336264,17600.0,0.149425283,0.0
Flagler College-St Augustine,Saint Augustine,FL,3,2,23.0,560.0,555.0,545.0,23.0,24.0,23.0,,1096.0,0.0,2839.0,0.7584,0.0395,0.0814,0.006,0.0039,0.0007,0.0257,0.0335,0.0511,0.0328,,21011.0,0.2922,0.6687,,,,0.6073,0.1011,23638,262.4302579,0.882969432,0.638818511,,37200.0,0.614349782,1.0
Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA,1,3,11.0,,,,,,,,,0.0,108.0,0.0278,0.0648,0.213,0.5556,0.0,0.0926,0.0,0.0463,0.0,0.0,,19794.0,0.6048,,0.5833,,,0.5749,0.5278,15680,174.080144,0.847161572,,0.337917241,47500.0,0.767567575,1.0
Redstone College,Broomfield,CO,2,3,13.0,,,,,,,,,0.0,434.0,0.5991,0.076,0.023,0.0161,0.0253,0.0092,0.0576,0.0,0.1935,0.0968,,21505.0,0.682,,0.5714,,0.0,0.7066,0.5991,21500,238.694075,0.631439894,,0.638213568,40300.0,0.663479924,1.0
Park West Barber School,Durham,NC,1,3,12.0,,,,,,,,,0.0,175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,,15441.0,0.6561,,0.8235,,0.6,0.7321,0.5429,16827,186.8141954,,,,,,
Texas Woman's University,Denton,TX,3,1,12.0,470.0,485.0,460.0,20.0,19.0,21.0,7.0,953.0,0.0,9220.0,0.4169,0.2064,0.23800000000000002,0.0808,0.0054,0.0013,0.0302,0.0141,0.0069,0.271,9055.0,,0.4923,0.7281,,0.5,,0.6135,0.3778,20923,232.2881922,0.80112835,0.435168927,,44800.0,0.74545455,1.0
Centre College,Danville,KY,3,2,32.0,610.0,620.0,610.0,29.0,30.0,28.0,9.0,1268.0,0.0,1372.0,0.8287,0.0481,0.0248,0.0248,0.0,0.0,0.0292,0.0415,0.0029,0.0007,,23381.0,0.1555,0.9003,,,,0.4888,0.0007,26063,289.3527292,0.929054054,0.84604479,,45000.0,0.635359108,1.0
Harris School of Business-Linwood Campus,Linwood,NJ,1,3,22.0,,,,,,,,,0.0,441.0,0.3333,0.3039,0.2834,0.0204,0.0045,0.0,0.0408,0.0,0.0136,0.2676,,25436.0,0.6922,,0.767,,0.8571,0.5528,0.4875,8534,94.7448947,0.415492958,,0.541126849,27900.0,0.395999998,0.0
Community College of Rhode Island,Warwick,RI,2,1,13.0,,,,,,,,,0.0,16856.0,0.6026,0.0969,0.1844,0.0319,0.0058,0.0004,0.0333,0.0005,0.0443,0.6815,6552.0,,0.5571,,0.6447,,0.4724,0.2801,0.3778,8500,94.367425,0.744502618,,0.159752987,29100.0,0.46133852,0.0
Everest Institute-Southfield,Southfield,MI,1,3,13.0,,,,,,,,,0.0,1003.0,0.1276,0.7976,0.016,0.011000000000000001,0.002,0.001,0.0289,0.0,0.016,0.0,,23179.0,0.8088,,0.7407,,,0.6611,0.6181,9500,105.469475,0.246345531,,0.660836835,21200.0,0.30776757,0.0
Remington College-Cleveland West Campus,North Olmsted,OH,1,2,21.0,,,,,,,,,0.0,73.0,0.7397,0.13699999999999998,0.0685,0.0137,0.0,0.0,0.0411,0.0,0.0,0.0,,,0.7216,,,,,0.5255,0.7123,9500,105.469475,0.438846641,,0.752376056,22500.0,0.296412826,0.0
Remington College-Heathrow Campus,Heathrow,FL,3,2,21.0,,,,,,,,,1.0,235.0,0.4128,0.3957,0.1149,0.0043,0.0043,0.0383,0.0213,0.0,0.0085,0.0,,19150.0,0.8340000000000001,0.525,,,,0.83,0.8085,9500,105.469475,0.438846641,,,28900.0,0.367758185,0.0
National Academy of Beauty Arts-St Louis,Saint Louis,MO,1,3,21.0,,,,,,,,,0.0,176.0,0.7784,0.1307,0.0227,0.0114,0.017,0.0,0.0398,0.0,0.0,0.0,,10242.0,0.5518,,0.7596,,,0.4761,0.375,9233,102.5052277,0.617250674,,0.68121745,18700.0,0.252669036,0.0
Ecumenical Theological Seminary,Detroit,MI,1,2,11.0,,,,,,,,,0.0,16.0,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,,,0.0,,,,,0.0,0.9375,,,,,,,,
Iowa Wesleyan College,Mount Pleasant,IA,3,2,33.0,461.0,464.0,424.0,22.0,21.0,21.0,,1005.0,0.0,578.0,0.6488,0.064,0.0519,0.0069,0.0052,0.0035,0.0173,0.064,0.1384,0.17300000000000001,,18242.0,0.5038,0.4375,,0.0,,0.8341,0.3122,25000,277.55125,0.756238004,0.297947755,,34100.0,0.606557369,1.0
International Professional School of Bodywork,San Diego,CA,1,3,11.0,,,,,,,,,0.0,165.0,0.5333,0.0545,0.1455,0.0242,0.0242,0.0,0.1212,0.0,0.09699999999999999,0.7636,,,0.5064,,,,0.5,0.7124,0.7907,23500,260.898175,0.626373626,,,,,
Cortiva Institute-Tucson,Tucson,AZ,1,3,11.0,,,,,,,,,0.0,143.0,0.5664,0.049,0.3427,0.021,0.0,0.006999999999999999,0.0,0.0,0.013999999999999999,0.3287,,19534.0,0.7105,,0.8421,,0.8261,0.8816,0.5664,7875,87.42864375,0.696113074,,0.854886275,21800.0,0.374045789,0.0
Bluefield State College,Bluefield,WV,3,1,33.0,455.0,425.0,440.0,19.0,20.0,18.0,,905.0,0.0,1708.0,0.8501,0.1036,0.0129,0.0023,0.0012,0.0,0.0047,0.0234,0.0018,0.1587,8843.0,,0.5948,0.6012,,0.0,,0.6041,0.39899999999999997,20500,227.592025,0.497292419,0.255025683,,29400.0,0.47996515,0.0
Martin Luther College,New Ulm,MN,3,2,32.0,,,,25.0,25.0,25.0,7.0,1125.0,0.0,729.0,0.9342,0.0123,0.0041,0.0027,0.0041,0.0,0.0096,0.0329,0.0,0.037000000000000005,,16304.0,0.3518,0.8492,,,,0.6873,0.0957,20250,224.8165125,0.966386555,0.75074956,,40400.0,0.521235526,1.0
Bellus Academy,Manhattan,KS,1,3,13.0,,,,,,,,,0.0,216.0,0.7917,0.08800000000000001,0.0694,0.0046,0.0,0.0,0.0463,0.0,0.0,0.1481,,18020.0,0.4049,,0.8333,,0.6667,0.5092,0.3565,9500,105.469475,0.75,,,,,
Bayamon Central University,BayamÌ_n,PR,3,2,21.0,,,,,,,,,0.0,1654.0,0.0,0.006,0.9940000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2213,,7110.0,0.7144,0.7017,,0.75,,0.2194,0.2849,7500,83.265375,0.550724638,0.234624601,,19300.0,0.174927115,0.0
Institute for Clinical Social Work,Chicago,IL,4,2,11.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Phoenix-Colorado Campus,Lone Tree,CO,3,3,21.0,,,,,,,,,0.0,1172.0,0.4036,0.0785,0.134,0.0102,0.0051,0.006,0.0222,0.0119,0.3285,0.0,,18839.0,0.4641,0.5641,,,,0.6852,0.8694,35500,394.122775,0.406534043,0.154886452,,53400.0,0.705231071,1.0
ITT Technical Institute-Houston West,Houston,TX,2,3,11.0,,,,,,,,,0.0,609.0,0.1478,0.4056,0.3383,0.0411,0.0016,0.0,0.0099,0.0,0.0558,0.0969,,22146.0,0.7256,,,,,0.8434,0.6897,25833.5,286.8048087,0.394119686,0.559019255,,38400.0,0.591855824,1.0
Lacy Cosmetology School-Aiken,Aiken,SC,1,3,21.0,,,,,,,,,0.0,17.0,0.7059,0.2353,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.4118,,16876.0,0.5,,1.0,,,1.0,0.3529,9500,105.469475,0.611464968,,0.822224444,,,
Ecotech Institute,Aurora,CO,2,3,11.0,,,,,,,,,0.0,476.0,0.6176,0.2227,0.0063,0.0,0.0021,0.0,0.0042,0.0,0.1471,0.1303,,18523.0,0.5792,,0.5459,,0.5714,0.7259,0.6954,19000,210.93895,0.256332599,,,26400.0,0.389043003,0.0
Hacienda La Puente Adult Education,La Puente,CA,1,1,21.0,,,,,,,,,0.0,3704.0,0.2446,0.1147,0.3467,0.1517,0.0127,0.067,0.0108,0.0,0.0518,0.5859,7080.0,,0.0674,,0.151,,0.297,0.0,0.6745,,,,,0.773648845,23900.0,0.427450985,0.0
CUNY Medgar Evers College,Brooklyn,NY,2,1,11.0,405.0,433.0,,,,,,838.0,0.0,6085.0,0.0153,0.8284,0.095,0.0224,0.0033,0.002,0.0059,0.0278,0.0,0.3098,8081.0,,0.6159,0.6471,,0.6,,0.1891,0.4309,7500,83.265375,0.580645161,0.109967315,,35900.0,0.520364761,1.0
Lancaster County Career and Technology Center,Willow Street,PA,1,1,21.0,,,,,,,,,0.0,407.0,0.6216,0.145,0.1499,0.0319,0.0025,0.0,0.0467,0.0,0.0025,0.4472,8652.0,,0.5849,,0.6990000000000001,,0.8545,0.81,0.4373,9790,108.6890695,0.717687075,,0.752138462,34200.0,0.693811059,1.0
Sarasota School of Massage Therapy,Sarasota,FL,1,3,21.0,,,,,,,,,0.0,77.0,0.8312,0.0519,0.0519,0.039,0.0,0.0,0.013000000000000001,0.0,0.013000000000000001,0.0,,20743.0,0.5433,,,,,0.5906,0.5844,7705,85.54129525,0.769230769,,0.80273211,19700.0,0.338842988,0.0
Lake Land College,Mattoon,IL,1,1,32.0,,,,,,,,,0.0,4118.0,0.8992,0.0435,0.0185,0.0068,0.0046,0.001,0.0034,0.0,0.0231,0.3361,5271.0,,0.3215,,0.6521,,0.47200000000000003,0.1163,0.361,4500,49.959225,0.676180022,,0.332754339,27700.0,0.462121218,0.0
Paul Mitchell the School-Lexington,Lexington,KY,1,3,11.0,,,,,,,,,0.0,278.0,0.8345,0.1079,0.0288,0.0,0.0,0.0,0.0216,0.0,0.0072,0.3309,,9874.0,0.4354,,0.5833,,0.6667,0.6101,0.3201,20000,222.041,0.477876106,,0.50956879,,,
Academy of Cosmetology,Bozeman,MT,1,3,33.0,,,,,,,,,0.0,42.0,0.9286,0.0238,0.0238,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,,8586.0,0.5,,0.9474,,,0.4821,0.2619,,,0.838709677,,0.787887879,,,
International Academy of Design and Technology-Orlando,Orlando,FL,3,3,21.0,,,,,,,,,0.0,345.0,0.1768,0.2348,0.2609,0.0174,0.0,0.0058,0.0261,0.0,0.2783,0.1623,,15174.0,0.7826,0.7,,0.6,,0.8957,0.4052,29375,326.1227188,0.388268499,0.306701296,,27800.0,0.466301501,0.0
Jolie Hair and Beauty Academy-Wilkes-Barre,Wilkes Barre,PA,1,3,13.0,,,,,,,,,0.0,193.0,0.6684,0.1917,0.0933,0.0207,0.0,0.0,0.0155,0.0,0.0104,0.2383,,13373.0,0.6496,,0.9,,1.0,0.6642,0.4974,7667,85.11941735,0.527607362,,0.550025,,,
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,1,3,22.0,,,,,,,,,0.0,186.0,0.6882,0.1882,0.0968,0.0,0.0,0.0,0.0215,0.0,0.0054,0.0,,18259.0,0.5602,,0.7013,,,0.4817,0.4731,9500,105.469475,0.436445907,,0.770355814,19900.0,0.266197175,0.0
Olympic College,Bremerton,WA,2,1,13.0,,,,,,,,,0.0,4900.0,0.6669,0.0412,0.0702,0.0553,0.0139,0.012,0.0786,0.0114,0.0504,0.3567,6056.0,,0.3177,,,,,0.1467,0.4739,11000,122.12255,0.660332542,0.252562564,,30200.0,0.5090909,1.0
Corcoran College of Art and Design,Washington,DC,3,2,11.0,,,,,,,,,0.0,275.0,0.5345,0.1164,0.1236,0.0836,0.0036,0.0073,0.0182,0.0545,0.0582,0.1855,,28437.0,0.285,0.9024,,1.0,,0.5337,0.3684,27000,299.75535,0.839622642,0.553189362,,34100.0,0.4765625,0.0
Medical Professional Institute,Malden,MA,1,3,21.0,,,,,,,,,0.0,283.0,0.2367,0.4947,0.1696,0.0318,0.0071,0.0,0.0,0.0,0.0601,0.5406,,16732.0,0.401,,1.0,,0.5938,0.6822,0.6961,13131,145.7810186,0.569230769,,0.795879592,,,
Lake Washington Institute of Technology,Kirkland,WA,2,1,21.0,,,,,,,,,0.0,2227.0,0.6628,0.0364,0.0723,0.0799,0.0036,0.0018,0.0579,0.009000000000000001,0.0763,0.3449,7221.0,,0.2552,,,,,0.2192,0.6159,16580.5,184.07754,0.709210526,0.209763218,,39000.0,0.66779089,1.0
Dalton State College,Dalton,GA,2,1,13.0,,,,,,,,,0.0,4852.0,0.6702,0.0466,0.1843,0.0117,0.0045,0.0014,0.0138,0.0181,0.0493,0.3796,5607.0,,0.6122,0.7124,,0.55,,0.3563,0.2578,13847,153.7300864,0.595628415,0.156625175,,30400.0,0.51321137,1.0
Visions in Hair Design Institute of Cosmetology,Milwaukee,WI,1,3,11.0,,,,,,,,,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,,7209.0,1.0,,0.6667,,0.0,0.9565,0.6111,,,,,,,,
Trinity Christian College,Palos Heights,IL,3,2,21.0,545.0,545.0,520.0,23.0,23.0,23.0,,1053.0,0.0,1191.0,0.7162,0.0924,0.1075,0.0185,0.0059,0.0008,0.0168,0.026000000000000002,0.016,0.1394,,20439.0,0.341,0.7433,,,,0.7533,0.2318,25333,281.2482327,0.898203593,0.560069099,,41400.0,0.694552541,1.0
Cannella School of Hair Design-Chicago,Chicago,IL,1,3,11.0,,,,,,,,,0.0,125.0,0.008,0.024,0.96,0.0,0.0,0.0,0.008,0.0,0.0,0.9279999999999999,,5697.0,0.8222,,1.0,,0.8029999999999999,0.0,0.624,,,,,0.882357353,16800.0,0.1640625,0.0
Hannah E Mullins School of Practical Nursing,Salem,OH,1,1,31.0,,,,,,,,,0.0,77.0,0.9351,0.039,0.013000000000000001,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11757.0,,0.5,,0.7273,,,0.4766,0.5844,9500,105.469475,0.680555556,,0.557891579,31100.0,0.602941155,1.0
Western Iowa Tech Community College,Sioux City,IA,1,1,13.0,,,,,,,,,0.0,3557.0,0.6882,0.0374,0.1389,0.018000000000000002,0.0256,0.0031,0.0228,0.0028,0.0633,0.3829,6655.0,,0.3788,,0.3763,,0.4478,0.4925,0.2592,11612,128.9170046,0.605685465,,0.258914563,29800.0,0.508411229,1.0
Newport School of Hairdressing-Main Campus,Pawtucket,RI,1,3,21.0,,,,,,,,,0.0,36.0,0.0833,0.1944,0.6944,0.0,0.0,0.0,0.0278,0.0,0.0,1.0,,,0.7015,,,,0.6,0.6119,0.7778,6900,76.604145,0.909090909,,,13000.0,0.113207549,0.0
Career Care Institute,Lancaster,CA,1,3,21.0,,,,,,,,,0.0,615.0,0.2407,0.1691,0.4943,0.0569,0.0033,0.0146,0.0049,0.0,0.0163,0.0,,18639.0,0.9684,,0.8106,,,0.9684,0.4992,13495,149.8221648,0.492903226,,0.753969287,,0.540000021,1.0
Argosy University-Schaumburg,Schaumburg,IL,3,3,13.0,,,,,,,,,0.0,139.0,0.5324,0.223,0.1151,0.0647,0.0072,0.0216,0.0,0.0,0.036000000000000004,0.5468,,16660.0,0.517,0.3333,,0.0,,0.6327,0.7589,14323,159.0146622,0.370393247,,,38200.0,0.698424041,1.0
